# waiting_times,queue_lengths
1.011750618585949724e+00,0.000000000000000000e+00
3.900093415413152798e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.031581262947952382e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
5.722544935330233784e-01,0.000000000000000000e+00
4.007941528786318486e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.134929850050014011e+00,0.000000000000000000e+00
1.346046983145015474e+00,1.000000000000000000e+00
9.774929363466640098e-01,1.000000000000000000e+00
9.499658584577446163e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.689465095355160429e+00,0.000000000000000000e+00
1.325712098602252809e+00,1.000000000000000000e+00
